      Year     Month       Day      Prec      Evap    Runoff     Q_obs     Q_cal
      2020         7         2    36.000     0.000     0.246    71.183    27.002
      2020         7         3    36.000     0.000     0.268    72.470    27.373
      2020         7         4    36.000     0.000     0.247    73.757    27.753
      2020         7         5    36.000     0.000     0.198    75.043    28.144
      2020         7         6    36.000     0.000     0.138    76.330    28.524
      2020         7         7    36.000     0.000     0.163    77.617    28.907
      2020         7         8    36.000     0.000     0.162    78.903    29.295
      2020         7         9    36.000     0.000     0.119    80.190    29.685
      2020         7        10    36.000     0.000     0.104    81.477    30.067
      2020         7        11    36.000     0.000     0.116    82.764    30.449
      2020         7        12    36.000     0.000     0.103    84.050    30.832
      2020         7        13    36.000     0.000     0.153    85.337    31.216
      2020         7        14    36.000     0.000     0.122    86.624    31.618
      2020         7        15    36.000     0.000     0.140    87.910    32.011
      2020         7        16    36.000     0.000     0.114    89.197    32.415
      2020         7        17    36.000     0.000     0.207    90.484    32.808
      2020         7        18    36.000     0.000     0.177    91.770    33.226
      2020         7        19    36.000     0.000     0.099    93.057    33.632
      2020         7        20    36.000     0.000     0.173    94.344    34.035
      2020         7        21    36.000     0.000     0.097    95.630    34.454
      2020         7        22    36.000     0.000     0.258    96.917    34.851
      2020         7        23    36.000     0.000     0.122    98.204    35.277
      2020         7        24    36.000     0.000     0.123    98.992    35.509
      2020         7        25    36.000     0.000     0.119    99.690    35.722
      2020         7        26    36.000     0.000     0.137   100.388    35.929
      2020         7        27    36.000     0.000     0.143   101.087    36.142
      2020         7        28    36.000     0.000     0.139   101.785    36.360
      2020         7        29    36.000     0.000     0.143   102.483    36.578
      2020         7        30    36.000     0.000     0.141   103.182    36.798
      2020         7        31    36.000     0.000     0.122   103.880    37.020
      2020         8         1    36.000     0.000     0.133   104.578    37.235
      2020         8         2    36.000     0.000     0.104   105.276    37.453
      2020         8         3    36.000     0.000     0.103   105.975    37.664
      2020         8         4    36.000     0.000     0.108   106.673    37.876
      2020         8         5    36.000     0.000     0.120   107.371    38.090
      2020         8         6    36.000     0.000     0.159   108.070    38.309
      2020         8         7    36.000     0.000     0.156   108.768    38.536
      2020         8         8    36.000     0.000     0.159   109.466    38.765
      2020         8         9    36.000     0.000     0.172   110.165    38.998
      2020         8        10    36.000     0.000     0.149   110.863    39.231
      2020         8        11    36.000     0.000     0.147   111.561    39.460
      2020         8        12    36.000     0.000     0.163   112.260    39.689
      2020         8        13    36.000     0.000     0.179   112.958    39.919
      2020         8        14    36.000     0.000     0.172   113.656    40.154
      2020         8        15    36.000     0.000     0.148   114.354    40.387
      2020         8        16    36.000     0.000     0.168   115.053    40.618
      2020         8        17    36.000     0.000     0.162   115.751    40.853
      2020         8        18    36.000     0.000     0.182   116.449    41.088
      2020         8        19    36.000     0.000     0.108   117.148    41.326
      2020         8        20    36.000     0.000     0.135   117.846    41.547
      2020         8        21    36.000     0.000     0.123   118.544    41.772
      2020         8        22    36.000     0.000     0.108   119.243    41.989
      2020         8        23    36.000     0.000     0.117   119.941    42.209
      2020         8        24    36.000     0.000     0.126   117.538    41.396
      2020         8        25    36.000     0.000     0.145   114.848    40.490
      2020         8        26    36.000     0.000     0.342   112.159    39.587
      2020         8        27    36.000     0.000     0.306   109.469    38.714
      2020         8        28    36.000     0.000     0.090   106.779    37.849
      2020         8        29    36.000     0.000     0.075   104.089    36.949
      2020         8        30    36.000     0.000     0.088   101.400    36.042
      2020         8        31    36.000     0.000     0.098    98.710    35.128
      2020         9         1    36.000     0.000     0.099    96.020    34.213
      2020         9         2    36.000     0.000     0.106    93.330    33.298
      2020         9         3    36.000     0.000     0.104    90.641    32.385
      2020         9         4    36.000     0.000     0.105    87.951    31.470
      2020         9         5    36.000     0.000     0.098    85.261    30.555
      2020         9         6    36.000     0.000     0.075    82.571    29.640
      2020         9         7    36.000     0.000     0.077    79.882    28.724
      2020         9         8    36.000     0.000     0.098    77.192    27.812
      2020         9         9    36.000     0.000     0.097    74.502    26.904
      2020         9        10    36.000     0.000     0.101    71.812    25.997
      2020         9        11    36.000     0.000     0.095    69.123    25.093
      2020         9        12    36.000     0.000     0.099    66.433    24.187
      2020         9        13    36.000     0.000     0.112    63.743    23.282
      2020         9        14    36.000     0.000     0.096    61.053    22.382
      2020         9        15    36.000     0.000     0.092    58.364    21.476
      2020         9        16    36.000     0.000     0.102    55.674    20.571
      2020         9        17    36.000     0.000     0.108    52.984    19.667
      2020         9        18    36.000     0.000     0.099    50.294    18.767
      2020         9        19    36.000     0.000     0.089    47.605    17.865
      2020         9        20    36.000     0.000     0.093    44.915    16.962
      2020         9        21    36.000     0.000     0.107    42.225    16.060
      2020         9        22    36.000     0.000     0.094    39.535    15.160
      2020         9        23    36.000     0.000     0.083    36.846    14.257
      2020         9        24    36.000     0.000     0.104    35.955    13.950
      2020         9        25    36.000     0.000     0.110    35.095    13.659
      2020         9        26    36.000     0.000     0.120    34.235    13.369
      2020         9        27    36.000     0.000     0.084    33.375    13.081
      2020         9        28    36.000     0.000     0.061    32.515    12.780
      2020         9        29    36.000     0.000     0.047    31.655    12.475
      2020         9        30    36.000     0.000     0.042    30.795    12.165
      2020        10         1    36.000     0.000     0.036    29.935    11.857
      2020        10         2    36.000     0.000     0.039    29.075    11.545
      2020        10         3    36.000     0.000     0.041    28.215    11.235
      2020        10         4    36.000     0.000     0.041    27.355    10.926
      2020        10         5    36.000     0.000     0.042    26.495    10.619
      2020        10         6    36.000     0.000     0.047    25.635    10.312
      2020        10         7    36.000     0.000     0.046    24.775    10.009
      2020        10         8    36.000     0.000     0.048    23.915     9.706
      2020        10         9    36.000     0.000     0.049    23.055     9.405
      2020        10        10    36.000     0.000     0.048    22.196     9.106
      2020        10        11    36.000     0.000     0.038    21.336     8.807
      2020        10        12    36.000     0.000     0.037    20.476     8.503
      2020        10        13    36.000     0.000     0.036    19.616     8.199
      2020        10        14    36.000     0.000     0.042    18.756     7.893
      2020        10        15    36.000     0.000     0.038    17.896     7.590
      2020        10        16    36.000     0.000     0.039    17.036     7.285
      2020        10        17    36.000     0.000     0.045    16.176     6.983
      2020        10        18    36.000     0.000     0.034    15.316     6.683
      2020        10        19    36.000     0.000     0.035    14.456     6.381
      2020        10        20    36.000     0.000     0.034    13.596     6.080
      2020        10        21    36.000     0.000     0.040    12.736     5.779
      2020        10        22    36.000     0.000     0.040    11.876     5.480
      2020        10        23    36.000     0.000     0.038    11.016     5.183
      2020        10        24    36.000     0.000     0.035    10.195     4.899
      2020        10        25    36.000     0.000     0.030    10.101     4.857
      2020        10        26    36.000     0.000     0.029    10.007     4.813
      2020        10        27    36.000     0.000     0.030     9.913     4.769
      2020        10        28    36.000     0.000     0.030     9.819     4.725
      2020        10        29    36.000     0.000     0.029     9.725     4.682
      2020        10        30    36.000     0.000     0.029     9.631     4.638
      2020        10        31    36.000     0.000     0.029     9.537     4.595
      2020        11         1    36.000     0.000     0.028     9.443     4.552
      2020        11         2    36.000     0.000     0.028     9.349     4.509
      2020        11         3    36.000     0.000     0.028     9.254     4.467
      2020        11         4    36.000     0.000     0.028     9.160     4.425
      2020        11         5    36.000     0.000     0.028     9.066     4.383
      2020        11         6    36.000     0.000     0.027     8.972     4.342
      2020        11         7    36.000     0.000     0.027     8.878     4.301
      2020        11         8    36.000     0.000     0.027     8.784     4.261
      2020        11         9    36.000     0.000     0.027     8.690     4.221
      2020        11        10    36.000     0.000     0.026     8.596     4.181
      2020        11        11    36.000     0.000     0.026     8.502     4.141
      2020        11        12    36.000     0.000     0.026     8.408     4.101
      2020        11        13    36.000     0.000     0.026     8.314     4.062
      2020        11        14    36.000     0.000     0.025     8.220     4.023
      2020        11        15    36.000     0.000     0.027     8.126     3.984
      2020        11        16    36.000     0.000     0.026     8.031     3.946
      2020        11        17    36.000     0.000     0.024     7.937     3.908
      2020        11        18    36.000     0.000     0.023     7.843     3.869
      2020        11        19    36.000     0.000     0.023     7.749     3.831
      2020        11        20    36.000     0.000     0.022     7.655     3.792
      2020        11        21    36.000     0.000     0.022     7.561     3.754
      2020        11        22    36.000     0.000     0.021     7.467     3.715
      2020        11        23    36.000     0.000     0.021     7.373     3.677
      2020        11        24    36.000     0.000     0.020     7.285     3.640
      2020        11        25    36.000     0.000     0.020     7.246     3.620
      2020        11        26    36.000     0.000     0.020     7.206     3.600
      2020        11        27    36.000     0.000     0.019     7.167     3.579
      2020        11        28    36.000     0.000     0.019     7.128     3.559
      2020        11        29    36.000     0.000     0.018     7.088     3.539
      2020        11        30    36.000     0.000     0.018     7.049     3.519
      2020        12         1    36.000     0.000     0.018     7.009     3.499
      2020        12         2    36.000     0.000     0.017     6.970     3.479
      2020        12         3    36.000     0.000     0.017     6.930     3.459
      2020        12         4    36.000     0.000     0.017     6.891     3.440
      2020        12         5    36.000     0.000     0.016     6.851     3.420
      2020        12         6    36.000     0.000     0.016     6.812     3.400
      2020        12         7    36.000     0.000     0.016     6.773     3.380
      2020        12         8    36.000     0.000     0.015     6.733     3.361
      2020        12         9    36.000     0.000     0.015     6.694     3.341
      2020        12        10    36.000     0.000     0.015     6.654     3.322
      2020        12        11    36.000     0.000     0.015     6.615     3.303
      2020        12        12    36.000     0.000     0.014     6.575     3.283
      2020        12        13    36.000     0.000     0.014     6.536     3.264
      2020        12        14    36.000     0.000     0.014     6.496     3.245
      2020        12        15    36.000     0.000     0.013     6.457     3.226
      2020        12        16    36.000     0.000     0.013     6.418     3.208
      2020        12        17    36.000     0.000     0.013     6.378     3.189
      2020        12        18    36.000     0.000     0.012     6.339     3.170
      2020        12        19    36.000     0.000     0.012     6.299     3.151
      2020        12        20    36.000     0.000     0.011     6.260     3.132
      2020        12        21    36.000     0.000     0.012     6.220     3.113
      2020        12        22    36.000     0.000     0.010     6.181     3.095
      2020        12        23    36.000     0.000     0.009     6.142     3.076
      2020        12        24    36.000     0.000     0.009     6.102     3.057
      2020        12        25    36.000     0.000     0.009     6.067     3.039
      2020        12        26    36.000     0.000     0.007     6.050     3.027
      2020        12        27    36.000     0.000     0.007     6.033     3.015
      2020        12        28    36.000     0.000     0.007     6.015     3.003
      2020        12        29    36.000     0.000     0.006     5.998     2.990
      2020        12        30    36.000     0.000     0.006     5.981     2.978
      2020        12        31    36.000     0.000     0.005     5.964     2.965
      2021         1         1    36.000     0.000     0.006     5.947     2.953
      2021         1         2    36.000     0.000     0.008     5.930     2.940
      2021         1         3    36.000     0.000     0.010     5.913     2.929
      2021         1         4    36.000     0.000     0.004     5.895     2.920
      2021         1         5    36.000     0.000     0.004     5.878     2.908
      2021         1         6    36.000     0.000     0.004     5.861     2.897
      2021         1         7    36.000     0.000     0.003     5.844     2.885
      2021         1         8    36.000     0.000     0.003     5.827     2.873
      2021         1         9    36.000     0.000     0.003     5.810     2.861
      2021         1        10    36.000     0.000     0.003     5.793     2.849
      2021         1        11    36.000     0.000     0.003     5.776     2.837
      2021         1        12    36.000     0.000     0.016     5.758     2.825
      2021         1        13    36.000     0.000     0.054     5.741     2.819
      2021         1        14    36.000     0.000     0.048     5.724     2.836
      2021         1        15    36.000     0.000     0.030     5.707     2.853
      2021         1        16    36.000     0.000     0.003     5.690     2.867
      2021         1        17    36.000     0.000     0.004     5.673     2.864
      2021         1        18    36.000     0.000     0.022     5.656     2.858
      2021         1        19    36.000     0.000     0.020     5.638     2.859
      2021         1        20    36.000     0.000     0.011     5.621     2.857
      2021         1        21    36.000     0.000     0.004     5.604     2.852
      2021         1        22    36.000     0.000     0.004     5.587     2.842
      2021         1        23    36.000     0.000     0.003     5.570     2.831
      2021         1        24    36.000     0.000     0.005     5.553     2.818
      2021         1        25    36.000     0.000     0.002     5.531     2.804
      2021         1        26    36.000     0.000     0.002     5.494     2.784
      2021         1        27    36.000     0.000     0.001     5.458     2.764
      2021         1        28    36.000     0.000     0.001     5.421     2.744
      2021         1        29    36.000     0.000     0.001     5.385     2.724
      2021         1        30    36.000     0.000     0.001     5.348     2.704
      2021         1        31    36.000     0.000     0.001     5.312     2.684
      2021         2         1    36.000     0.000     0.011     5.275     2.664
      2021         2         2    36.000     0.000     0.035     5.238     2.650
      2021         2         3    36.000     0.000     0.027     5.202     2.644
      2021         2         4    36.000     0.000     0.022     5.165     2.638
      2021         2         5    36.000     0.000     0.045     5.129     2.631
      2021         2         6    36.000     0.000     0.073     5.092     2.635
      2021         2         7    36.000     0.000     0.128     5.056     2.656
      2021         2         8    36.000     0.000     0.099     5.019     2.708
      2021         2         9    36.000     0.000     0.116     4.983     2.748
      2021         2        10    36.000     0.000     0.098     4.946     2.804
      2021         2        11    36.000     0.000     0.054     4.910     2.848
      2021         2        12    36.000     0.000     0.034     4.873     2.872
      2021         2        13    36.000     0.000     0.036     4.837     2.881
      2021         2        14    36.000     0.000     0.013     4.800     2.882
      2021         2        15    36.000     0.000     0.008     4.764     2.867
      2021         2        16    36.000     0.000     0.015     4.727     2.847
      2021         2        17    36.000     0.000     0.013     4.690     2.824
      2021         2        18    36.000     0.000     0.019     4.654     2.799
      2021         2        19    36.000     0.000     0.186     4.617     2.774
      2021         2        20    36.000     0.000     0.083     4.581     2.825
      2021         2        21    36.000     0.000     0.056     4.544     2.838
      2021         2        22    36.000     0.000     0.016     4.508     2.852
      2021         2        23    36.000     0.000     0.005     4.471     2.838
      2021         2        24    36.000     0.000     0.006     4.435     2.818
      2021         2        25    36.000     0.000     0.005     4.401     2.791
      2021         2        26    36.000     0.000     0.001     4.373     2.765
      2021         2        27    36.000     0.000     0.001     4.345     2.734
      2021         2        28    36.000     0.000     0.002     4.318     2.704
      2021         3         1    36.000     0.000     0.002     4.290     2.674
      2021         3         2    36.000     0.000     0.001     4.262     2.644
      2021         3         3    36.000     0.000     0.004     4.234     2.615
      2021         3         4    36.000     0.000     0.005     4.206     2.587
      2021         3         5    36.000     0.000     0.008     4.179     2.561
      2021         3         6    36.000     0.000     0.014     4.151     2.534
      2021         3         7    36.000     0.000     0.013     4.123     2.510
      2021         3         8    36.000     0.000     0.021     4.095     2.488
      2021         3         9    36.000     0.000     0.007     4.067     2.470
      2021         3        10    36.000     0.000     0.008     4.040     2.449
      2021         3        11    36.000     0.000     0.027     4.012     2.431
      2021         3        12    36.000     0.000     0.062     3.984     2.423
      2021         3        13    36.000     0.000     0.612     3.956     2.424
      2021         3        14    36.000     0.000     0.105     3.928     2.679
      2021         3        15    36.000     0.000     0.078     3.901     2.720
      2021         3        16    36.000     0.000     0.070     3.873     2.800
      2021         3        17    36.000     0.000     0.098     3.845     2.819
      2021         3        18    36.000     0.000     0.036     3.817     2.850
      2021         3        19    36.000     0.000     0.059     3.789     2.838
      2021         3        20    36.000     0.000     0.048     3.762     2.838
      2021         3        21    36.000     0.000     0.021     3.734     2.818
      2021         3        22    36.000     0.000     0.051     3.706     2.791
      2021         3        23    36.000     0.000     0.113     3.678     2.776
      2021         3        24    36.000     0.000     0.037     3.650     2.774
      2021         3        25    36.000     0.000     0.080     3.623     2.750
      2021         3        26    36.000     0.000     0.120     3.595     2.746
      2021         3        27    36.000     0.000     0.061     3.567     2.761
      2021         3        28    36.000     0.000     0.051     3.598     2.782
      2021         3        29    36.000     0.000     0.002     3.723     2.831
      2021         3        30    36.000     0.000     0.002     3.847     2.853
      2021         3        31    36.000     0.000     0.002     3.971     2.874
      2021         4         1    36.000     0.000     0.002     4.095     2.887
      2021         4         2    36.000     0.000     0.002     4.219     2.900
      2021         4         3    36.000     0.000     0.002     4.343     2.912
      2021         4         4    36.000     0.000     0.004     4.467     2.924
      2021         4         5    36.000     0.000     0.050     4.592     2.937
      2021         4         6    36.000     0.000     0.004     4.716     2.971
      2021         4         7    36.000     0.000     0.037     4.840     2.988
      2021         4         8    36.000     0.000     0.032     4.964     3.017
      2021         4         9    36.000     0.000     0.023     5.088     3.042
      2021         4        10    36.000     0.000     0.016     5.212     3.069
      2021         4        11    36.000     0.000     0.015     5.336     3.096
      2021         4        12    36.000     0.000     0.025     5.461     3.123
      2021         4        13    36.000     0.000     0.042     5.585     3.153
      2021         4        14    36.000     0.000     0.025     5.709     3.190
      2021         4        15    36.000     0.000     0.317     5.833     3.221
      2021         4        16    36.000     0.000     0.105     5.957     3.364
      2021         4        17    36.000     0.000     0.106     6.081     3.431
      2021         4        18    36.000     0.000     0.173     6.205     3.520
      2021         4        19    36.000     0.000     0.064     6.330     3.618
      2021         4        20    36.000     0.000     0.122     6.454     3.673
      2021         4        21    36.000     0.000     0.098     6.578     3.753
      2021         4        22    36.000     0.000     0.006     6.702     3.817
      2021         4        23    36.000     0.000     0.006     6.826     3.850
      2021         4        24    36.000     0.000     0.038     6.950     3.877
      2021         4        25    36.000     0.000     0.157     7.074     3.905
      2021         4        26    36.000     0.000     0.225     7.199     3.987
      2021         4        27    36.000     0.000     0.161     7.323     4.103
      2021         4        28    36.000     0.000     0.113     7.738     4.300
      2021         4        29    36.000     0.000     0.161     8.498     4.597
      2021         4        30    36.000     0.000     0.211     9.258     4.909
      2021         5         1    36.000     0.000     0.131    10.018     5.239
      2021         5         2    36.000     0.000     0.119    10.778     5.545
      2021         5         3    36.000     0.000     0.310    11.538     5.832
      2021         5         4    36.000     0.000     0.095    12.298     6.211
      2021         5         5    36.000     0.000     0.243    13.058     6.484
      2021         5         6    36.000     0.000     0.086    13.818     6.832
      2021         5         7    36.000     0.000     0.334    14.578     7.091
      2021         5         8    36.000     0.000     0.084    15.338     7.464
      2021         5         9    36.000     0.000     0.145    16.098     7.720
      2021         5        10    36.000     0.000     0.320    16.858     8.016
      2021         5        11    36.000     0.000     1.198    17.618     8.331
      2021         5        12    36.000     0.000     0.009    18.379     8.944
      2021         5        13    36.000     0.000     0.005    19.139     9.192
      2021         5        14    36.000     0.000     0.005    19.899     9.490
      2021         5        15    36.000     0.000     0.009    20.659     9.691
      2021         5        16    36.000     0.000     0.112    21.419     9.900
      2021         5        17    36.000     0.000     0.146    22.179    10.132
      2021         5        18    36.000     0.000     0.343    22.939    10.363
      2021         5        19    36.000     0.000     0.441    23.699    10.664
      2021         5        20    36.000     0.000     0.062    24.459    10.996
      2021         5        21    36.000     0.000     0.113    25.219    11.237
      2021         5        22    36.000     0.000     0.164    25.979    11.497
      2021         5        23    36.000     0.000     0.314    26.739    11.753
      2021         5        24    36.000     0.000     0.168    27.499    12.048
      2021         5        25    36.000     0.000     0.188    28.259    12.306
      2021         5        26    36.000     0.000     0.450    29.019    12.579
      2021         5        27    36.000     0.000     0.621    29.779    12.910
      2021         5        28    36.000     0.000     0.896    30.539    13.285
      2021         5        29    36.000     0.000     0.974    31.501    13.816
      2021         5        30    36.000     0.000     0.994    32.646    14.413
      2021         5        31    36.000     0.000     0.580    33.790    14.996
      2021         6         1    36.000     0.000     0.387    34.935    15.481
      2021         6         2    36.000     0.000     0.252    36.079    15.967
      2021         6         3    36.000     0.000     0.168    37.224    16.400
      2021         6         4    36.000     0.000     0.117    38.368    16.784
      2021         6         5    36.000     0.000     0.111    39.512    17.127
      2021         6         6    36.000     0.000     0.136    40.657    17.446
      2021         6         7    36.000     0.000     0.317    41.801    17.753
      2021         6         8    36.000     0.000     0.371    42.946    18.081
      2021         6         9    36.000     0.000     0.361    44.090    18.382
      2021         6        10    36.000     0.000     0.350    45.235    18.697
      2021         6        11    36.000     0.000     0.746    46.379    19.006
      2021         6        12    36.000     0.000     0.240    47.523    19.403
      2021         6        13    36.000     0.000     0.212    48.668    19.723
      2021         6        14    36.000     0.000     0.162    49.812    20.048
      2021         6        15    36.000     0.000     0.098    50.957    20.354
      2021         6        16    36.000     0.000     0.074    52.101    20.659
      2021         6        17    36.000     0.000     0.083    53.246    20.959
      2021         6        18    36.000     0.000     0.072    54.390    21.260
      2021         6        19    36.000     0.000     0.103    55.535    21.562
      2021         6        20    36.000     0.000     0.142    56.679    21.873
      2021         6        21    36.000     0.000     0.160    57.823    22.190
      2021         6        22    36.000     0.000     0.159    58.968    22.512
      2021         6        23    36.000     0.000     0.162    60.112    22.841
      2021         6        24    36.000     0.000     0.108    61.257    23.183
      2021         6        25    36.000     0.000     0.113    62.401    23.515
      2021         6        26    36.000     0.000     0.111    63.546    23.853
      2021         6        27    36.000     0.000     0.212    64.690    24.186
      2021         6        28    36.000     0.000     0.280    65.834    24.528
      2021         6        29    36.000     0.000     0.242    67.694    25.113
      2021         6        30    36.000     0.000     0.147    70.045    25.868
      2021         7         1    36.000     0.000     0.094    72.395    26.624
      2021         7         2    36.000     0.000     0.146    74.745    27.375
      2021         7         3    36.000     0.000     0.302    77.095    28.132
      2021         7         4    36.000     0.000     0.441    79.446    28.952
      2021         7         5    36.000     0.000     0.124    81.796    29.769
      2021         7         6    36.000     0.000     0.123    84.146    30.549
      2021         7         7    36.000     0.000     0.072    86.497    31.330
      2021         7         8    36.000     0.000     0.096    88.847    32.085
      2021         7         9    36.000     0.000     0.094    91.197    32.848
      2021         7        10    36.000     0.000     0.112    93.548    33.601
      2021         7        11    36.000     0.000     0.139    95.898    34.361
      2021         7        12    36.000     0.000     0.170    98.248    35.129
      2021         7        13    36.000     0.000     0.134   100.598    35.898
      2021         7        14    36.000     0.000     0.104   102.949    36.667
      2021         7        15    36.000     0.000     0.128   105.299    37.432
      2021         7        16    36.000     0.000     0.147   107.649    38.206
      2021         7        17    36.000     0.000     0.159   110.000    38.985
      2021         7        18    36.000     0.000     0.175   112.350    39.769
      2021         7        19    36.000     0.000     0.413   114.700    40.554
      2021         7        20    36.000     0.000     0.343   117.051    41.407
      2021         7        21    36.000     0.000     0.234   119.401    42.222
      2021         7        22    36.000     0.000     0.134   121.751    43.028
      2021         7        23    36.000     0.000     0.148   124.101    43.806
      2021         7        24    36.000     0.000     0.167   126.452    44.590
      2021         7        25    36.000     0.000     0.155   128.802    45.372
      2021         7        26    36.000     0.000     0.162   131.152    46.156
      2021         7        27    36.000     0.000     0.169   133.503    46.940
      2021         7        28    36.000     0.000     0.270   135.853    47.727
      2021         7        29    36.000     0.000     0.169   138.203    48.527
      2021         7        30    36.000     0.000     0.197   137.487    48.292
      2021         7        31    36.000     0.000     0.196   135.198    47.540
      2021         8         1    36.000     0.000     0.136   132.909    46.784
      2021         8         2    36.000     0.000     0.093   130.620    46.025
      2021         8         3    36.000     0.000     0.131   128.332    45.243
      2021         8         4    36.000     0.000     0.119   126.043    44.468
      2021         8         5    36.000     0.000     0.096   123.754    43.687
      2021         8         6    36.000     0.000     0.096   121.465    42.905
      2021         8         7    36.000     0.000     0.124   119.176    42.123
      2021         8         8    36.000     0.000     0.089   116.887    41.346
      2021         8         9    36.000     0.000     0.075   114.598    40.561
      2021         8        10    36.000     0.000     0.081   112.309    39.773
      2021         8        11    36.000     0.000     0.094   110.020    38.986
      2021         8        12    36.000     0.000     0.123   107.732    38.202
      2021         8        13    36.000     0.000     0.121   105.443    37.425
      2021         8        14    36.000     0.000     0.095   103.154    36.644
      2021         8        15    36.000     0.000     0.067   100.865    35.866
      2021         8        16    36.000     0.000     0.066    98.576    35.075
      2021         8        17    36.000     0.000     0.065    96.287    34.286
      2021         8        18    36.000     0.000     0.071    93.998    33.497
      2021         8        19    36.000     0.000     0.079    91.709    32.710
      2021         8        20    36.000     0.000     0.093    89.421    31.926
      2021         8        21    36.000     0.000     0.112    87.132    31.147
      2021         8        22    36.000     0.000     0.107    84.843    30.372
      2021         8        23    36.000     0.000     0.091    82.554    29.599
      2021         8        24    36.000     0.000     0.097    80.265    28.822
      2021         8        25    36.000     0.000     0.090    77.976    28.048
      2021         8        26    36.000     0.000     0.186    75.687    27.271
      2021         8        27    36.000     0.000     0.115    73.398    26.535
      2021         8        28    36.000     0.000     0.227    71.110    25.759
      2021         8        29    36.000     0.000     0.081    68.821    25.024
      2021         8        30    36.000     0.000     0.084    67.503    24.573
      2021         8        31    36.000     0.000     0.067    66.546    24.248
      2021         9         1    36.000     0.000     0.050    65.589    23.910
      2021         9         2    36.000     0.000     0.064    64.632    23.571
      2021         9         3    36.000     0.000     0.077    63.675    23.234
      2021         9         4    36.000     0.000     0.088    62.718    22.900
      2021         9         5    36.000     0.000     0.065    61.761    22.570
      2021         9         6    36.000     0.000     0.083    60.804    22.236
      2021         9         7    36.000     0.000     0.103    59.847    21.907
      2021         9         8    36.000     0.000     0.100    58.890    21.582
      2021         9         9    36.000     0.000     0.089    57.933    21.261
      2021         9        10    36.000     0.000     0.110    56.976    20.933
      2021         9        11    36.000     0.000     0.063    56.019    20.609
      2021         9        12    36.000     0.000     0.077    55.062    20.277
      2021         9        13    36.000     0.000     0.115    54.106    19.943
      2021         9        14    36.000     0.000     0.113    53.149    19.609
      2021         9        15    36.000     0.000     0.067    52.192    19.278
      2021         9        16    36.000     0.000     0.070    51.235    18.943
      2021         9        17    36.000     0.000     0.077    50.278    18.611
      2021         9        18    36.000     0.000     0.094    49.321    18.281
      2021         9        19    36.000     0.000     0.102    48.364    17.955
      2021         9        20    36.000     0.000     0.080    47.407    17.634
      2021         9        21    36.000     0.000     0.058    46.450    17.312
      2021         9        22    36.000     0.000     0.058    45.493    16.985
      2021         9        23    36.000     0.000     0.056    44.536    16.656
      2021         9        24    36.000     0.000     0.069    43.579    16.328
      2021         9        25    36.000     0.000     0.045    42.622    16.004
      2021         9        26    36.000     0.000     0.059    41.665    15.671
      2021         9        27    36.000     0.000     0.073    40.708    15.345
      2021         9        28    36.000     0.000     0.082    39.752    15.020
      2021         9        29    36.000     0.000     0.085    38.795    14.700
      2021         9        30    36.000     0.000     0.096    38.008    14.439
      2021        10         1    36.000     0.000     0.095    37.264    14.195
      2021        10         2    36.000     0.000     0.095    36.521    13.953
      2021        10         3    36.000     0.000     0.061    35.777    13.711
      2021        10         4    36.000     0.000     0.055    35.033    13.457
      2021        10         5    36.000     0.000     0.063    34.290    13.203
      2021        10         6    36.000     0.000     0.066    33.546    12.952
      2021        10         7    36.000     0.000     0.067    32.803    12.701
      2021        10         8    36.000     0.000     0.052    32.059    12.450
      2021        10         9    36.000     0.000     0.052    31.316    12.193
      2021        10        10    36.000     0.000     0.052    30.572    11.935
      2021        10        11    36.000     0.000     0.038    29.828    11.679
      2021        10        12    36.000     0.000     0.046    29.085    11.416
      2021        10        13    36.000     0.000     0.035    28.341    11.157
      2021        10        14    36.000     0.000     0.041    27.598    10.894
      2021        10        15    36.000     0.000     0.046    26.854    10.633
      2021        10        16    36.000     0.000     0.048    26.111    10.375
      2021        10        17    36.000     0.000     0.049    25.367    10.119
      2021        10        18    36.000     0.000     0.046    24.624     9.863
      2021        10        19    36.000     0.000     0.051    23.880     9.604
      2021        10        20    36.000     0.000     0.046    23.136     9.350
      2021        10        21    36.000     0.000     0.029    22.393     9.093
      2021        10        22    36.000     0.000     0.088    21.649     8.833
      2021        10        23    36.000     0.000     0.029    20.906     8.590
      2021        10        24    36.000     0.000     0.029    20.162     8.329
      2021        10        25    36.000     0.000     0.029    19.419     8.072
      2021        10        26    36.000     0.000     0.029    18.675     7.811
      2021        10        27    36.000     0.000     0.029    17.932     7.550
      2021        10        28    36.000     0.000     0.029    17.188     7.289
      2021        10        29    36.000     0.000     0.028    16.444     7.028
      2021        10        30    36.000     0.000     0.028    15.701     6.768
      2021        10        31    36.000     0.000     0.028    15.457     6.674
      2021        11         1    36.000     0.000     0.028    15.293     6.607
      2021        11         2    36.000     0.000     0.028    15.128     6.540
      2021        11         3    36.000     0.000     0.027    14.963     6.474
      2021        11         4    36.000     0.000     0.027    14.798     6.408
      2021        11         5    36.000     0.000     0.040    14.633     6.342
      2021        11         6    36.000     0.000     0.027    14.468     6.280
      2021        11         7    36.000     0.000     0.026    14.303     6.215
      2021        11         8    36.000     0.000     0.026    14.138     6.151
      2021        11         9    36.000     0.000     0.026    13.974     6.087
      2021        11        10    36.000     0.000     0.026    13.809     6.023
      2021        11        11    36.000     0.000     0.026    13.644     5.959
